CVE ID,Vulnerability Type,Ported,Component,Bug ID,Report,Fix,Notes
CVE-2016-1835,Use-after-free,False,libxml2,,Original bug report 759020,Fix https://gitlab.gnome.org/GNOME/libxml2/commit/38eae571111db3b43ffdeb05487c9f60551906fb,"Function was refactored, making the bug non-portable."
CVE-2016-1836,Use-after-free,True,libxml2,AAH035,Original bug report 759398,Fix https://git.gnome.org/browse/libxml2/commit/?id=45752d2c334b50016666d8f0ec3691e2d680f0a0,
CVE-2016-1837,Use-after-free,True,libxml2,AAH036,Original bug report 760263,Fix https://gitlab.gnome.org/GNOME/libxml2/commit/11ed4a7a90d5ce156a18980a4ad4e53e77384852,
CVE-2016-1838,Heap buffer overread,True,libxml2,AAH037,Original bug report 758588,Fix https://gitlab.gnome.org/GNOME/libxml2/commit/db07dd613e461df93dde7902c6505629bf0734e9,
CVE-2016-1839,Heap buffer overread,True,libxml2,AAH038,Original bug report 758605,Fix https://gitlab.gnome.org/GNOME/libxml2/commit/a820dbeac29d330bae4be05d9ecd939ad6b4aa33,
BUG 758518,Heap buffer overread,True,libxml2,AAH039,Original bug report 758518,Fix https://gitlab.gnome.org/GNOME/libxml2/commit/beca86e8c86984b967a6efa05a9653470253edda,
CVE-2016-1840,Heap buffer overflow,True,libxml2,AAH040,Original bug report 757711,Fix https://gitlab.gnome.org/GNOME/libxml2/commit/cbb271655cadeb8dbb258a64701d9a3a0c4835b4,
CVE-2016-3627,Resource exhaustion,False,libxml2,,Original bug report 762100,Fix https://gitlab.gnome.org/GNOME/libxml2/commit/bdd66182ef53fe1f7209ab6535fda56366bd7ac9,"Not security critical, since the --recover flag is not supposed to be used with untrusted inputs."
CVE-2016-3705,Resource exhaustion,False,libxml2,,Original bug report 765207,Fix https://git.gnome.org/browse/libxml2/commit/?id=8f30bdff69edac9075f4663ce3b56b0c52d48ce6,"Not security critical, since the --recover flag is not supposed to be used with untrusted inputs."
CVE-2015-6837,0-pointer dereference,False,php,,,,Not a core bug.
CVE-2015-6838,0-pointer dereference,False,php,,,,Not a core bug.
CVE-2015-8806,Heap buffer overread,False,libxml2,,,,Duplicate of CVE-2016-1839.
CVE-2015-8710,Oob read,False,libxml2,,Original bug report 746048,Fix https://gitlab.gnome.org/GNOME/libxml2/commit/e724879d964d774df9b7969fc846605aa1bac54c,Too many changes.
CVE-2016-1761,Memory corruption,False,libxml2,,,,Apple-specific CVE. No information available.
CVE-2016-1762,Heap buffer overread,True,libxml2,AAH041,,,
